cycle_id,resident_id,machine_id,start_time,end_time,price
388,54,200,2026-01-12 16:45:00,2026-01-12 17:45:00,2.0
389,6,107,2026-01-12 08:45:00,2026-01-12 09:45:00,2.0
390,66,158,2026-01-12 10:00:00,2026-01-12 10:45:00,2.0
391,88,138,2026-01-12 20:45:00,2026-01-12 22:00:00,2.0
392,68,181,2026-01-12 20:45:00,2026-01-12 21:15:00,2.5
393,61,173,2026-01-12 07:30:00,2026-01-12 08:15:00,2.5
394,69,167,2026-01-12 06:45:00,2026-01-12 08:00:00,2.0
395,37,178,2026-01-12 14:00:00,2026-01-12 14:30:00,2.0
396,70,162,2026-01-12 20:15:00,2026-01-12 21:00:00,2.5
397,16,121,2026-01-12 09:45:00,2026-01-12 10:45:00,2.5
398,3,102,2026-01-12 11:00:00,2026-01-12 12:30:00,2.5
399,20,132,2026-01-12 20:45:00,2026-01-12 22:00:00,2.5
400,59,198,2026-01-12 16:15:00,2026-01-12 16:45:00,2.0
401,91,140,2026-01-12 07:30:00,2026-01-12 08:00:00,2.0
402,43,125,2026-01-12 13:30:00,2026-01-12 14:45:00,2.5
403,56,189,2026-01-12 07:15:00,2026-01-12 08:30:00,2.0
404,25,130,2026-01-12 09:00:00,2026-01-12 10:15:00,2.0
405,30,132,2026-01-12 08:15:00,2026-01-12 08:45:00,2.5
406,31,121,2026-01-12 08:15:00,2026-01-12 08:45:00,2.5
407,47,112,2026-01-12 14:30:00,2026-01-12 15:15:00,2.5
408,12,121,2026-01-12 18:15:00,2026-01-12 19:45:00,2.5
409,75,108,2026-01-12 19:45:00,2026-01-12 21:00:00,2.0
410,19,196,2026-01-12 16:45:00,2026-01-12 17:45:00,2.0
411,46,189,2026-01-12 11:45:00,2026-01-12 13:15:00,2.0
412,49,131,2026-01-13 17:45:00,2026-01-13 18:45:00,2.5
413,71,149,2026-01-13 20:15:00,2026-01-13 21:15:00,2.0
414,55,122,2026-01-13 13:00:00,2026-01-13 14:15:00,2.5
415,90,130,2026-01-13 15:15:00,2026-01-13 16:45:00,2.0
416,59,131,2026-01-13 09:45:00,2026-01-13 10:45:00,2.5
417,92,148,2026-01-13 18:45:00,2026-01-13 19:15:00,2.0
418,86,155,2026-01-13 06:15:00,2026-01-13 07:30:00,2.5
419,35,192,2026-01-13 16:30:00,2026-01-13 17:30:00,2.5
420,15,157,2026-01-13 17:15:00,2026-01-13 18:45:00,2.0
421,78,133,2026-01-13 06:15:00,2026-01-13 07:30:00,2.5
422,75,120,2026-01-13 21:30:00,2026-01-13 22:30:00,2.0
423,73,115,2026-01-13 11:30:00,2026-01-13 12:45:00,2.5
424,18,175,2026-01-13 12:00:00,2026-01-13 12:45:00,2.5
425,62,116,2026-01-13 10:00:00,2026-01-13 11:15:00,2.0
426,51,161,2026-01-13 15:15:00,2026-01-13 16:15:00,2.5
427,33,177,2026-01-13 16:00:00,2026-01-13 17:30:00,2.0
428,57,170,2026-01-13 06:30:00,2026-01-13 08:00:00,2.0
429,83,151,2026-01-13 10:30:00,2026-01-13 11:15:00,2.5
430,53,135,2026-01-13 19:15:00,2026-01-13 20:15:00,2.5
431,81,169,2026-01-13 18:45:00,2026-01-13 20:15:00,2.0
432,28,184,2026-01-13 06:00:00,2026-01-13 06:45:00,2.5
433,45,164,2026-01-13 10:45:00,2026-01-13 11:30:00,2.5
434,60,104,2026-01-13 19:30:00,2026-01-13 20:15:00,2.5
435,7,135,2026-01-13 06:45:00,2026-01-13 07:15:00,2.5
436,74,200,2026-01-13 11:00:00,2026-01-13 12:15:00,2.0
437,32,160,2026-01-13 14:30:00,2026-01-13 15:45:00,2.0
438,66,124,2026-01-13 14:45:00,2026-01-13 16:15:00,2.5
439,40,130,2026-01-13 13:45:00,2026-01-13 14:30:00,2.0
440,70,130,2026-01-13 11:45:00,2026-01-13 12:45:00,2.0
441,93,155,2026-01-13 17:15:00,2026-01-13 18:00:00,2.5
442,69,180,2026-01-13 21:15:00,2026-01-13 22:00:00,2.0
443,54,189,2026-01-13 18:15:00,2026-01-13 19:30:00,2.0
444,27,126,2026-01-14 06:30:00,2026-01-14 07:15:00,2.0
445,18,125,2026-01-14 13:15:00,2026-01-14 14:15:00,2.5
446,35,172,2026-01-14 17:00:00,2026-01-14 17:45:00,2.5
447,72,199,2026-01-14 11:30:00,2026-01-14 12:45:00,2.0
448,11,123,2026-01-14 14:30:00,2026-01-14 15:15:00,2.5
449,87,143,2026-01-14 08:00:00,2026-01-14 09:00:00,2.5
450,51,111,2026-01-14 13:45:00,2026-01-14 14:30:00,2.5
451,9,108,2026-01-14 13:45:00,2026-01-14 15:00:00,2.0
452,25,141,2026-01-14 09:00:00,2026-01-14 10:30:00,2.5
453,86,172,2026-01-14 12:00:00,2026-01-14 12:45:00,2.5
454,38,142,2026-01-14 17:45:00,2026-01-14 19:00:00,2.5
455,13,102,2026-01-14 12:45:00,2026-01-14 13:45:00,2.5
456,78,103,2026-01-14 16:15:00,2026-01-14 17:15:00,2.5
457,23,140,2026-01-14 11:00:00,2026-01-14 12:15:00,2.0
458,98,101,2026-01-14 12:45:00,2026-01-14 14:15:00,2.5
459,77,132,2026-01-14 17:45:00,2026-01-14 18:45:00,2.5
460,66,104,2026-01-14 19:15:00,2026-01-14 20:15:00,2.5
461,30,132,2026-01-14 14:45:00,2026-01-14 15:45:00,2.5
462,46,146,2026-01-14 12:45:00,2026-01-14 13:15:00,2.0
463,31,163,2026-01-14 18:30:00,2026-01-14 20:00:00,2.5
464,81,121,2026-01-14 19:00:00,2026-01-14 19:45:00,2.5
465,60,104,2026-01-14 17:15:00,2026-01-14 18:00:00,2.5
466,63,195,2026-01-14 16:30:00,2026-01-14 17:30:00,2.5
467,8,169,2026-01-14 14:30:00,2026-01-14 15:00:00,2.0
468,83,168,2026-01-14 14:45:00,2026-01-14 15:30:00,2.0
469,62,126,2026-01-14 19:15:00,2026-01-14 20:45:00,2.0
470,67,199,2026-01-14 18:45:00,2026-01-14 20:15:00,2.0
471,36,109,2026-01-14 09:15:00,2026-01-14 10:00:00,2.0
472,98,128,2026-01-15 09:00:00,2026-01-15 09:30:00,2.0
473,53,119,2026-01-15 20:45:00,2026-01-15 22:15:00,2.0
474,5,161,2026-01-15 09:45:00,2026-01-15 10:15:00,2.5
475,26,130,2026-01-15 14:45:00,2026-01-15 15:15:00,2.0
476,70,152,2026-01-15 14:15:00,2026-01-15 15:15:00,2.5
477,64,153,2026-01-15 08:00:00,2026-01-15 09:00:00,2.5
478,80,178,2026-01-15 19:00:00,2026-01-15 20:15:00,2.0
479,19,168,2026-01-15 17:45:00,2026-01-15 18:30:00,2.0
480,65,186,2026-01-15 14:45:00,2026-01-15 16:15:00,2.0
481,61,162,2026-01-15 06:45:00,2026-01-15 08:00:00,2.5
482,7,135,2026-01-15 16:45:00,2026-01-15 17:30:00,2.5
483,29,185,2026-01-15 20:00:00,2026-01-15 21:30:00,2.5
484,10,148,2026-01-15 09:00:00,2026-01-15 10:00:00,2.0
485,37,144,2026-01-15 06:00:00,2026-01-15 07:30:00,2.5
486,54,173,2026-01-15 18:00:00,2026-01-15 19:15:00,2.5
487,46,135,2026-01-15 06:15:00,2026-01-15 06:45:00,2.5
488,89,108,2026-01-15 18:30:00,2026-01-15 19:45:00,2.0
489,72,154,2026-01-15 17:15:00,2026-01-15 17:45:00,2.5
490,50,119,2026-01-15 15:45:00,2026-01-15 17:15:00,2.0
491,82,122,2026-01-15 13:00:00,2026-01-15 14:00:00,2.5
492,49,138,2026-01-15 09:00:00,2026-01-15 10:30:00,2.0
493,94,151,2026-01-15 09:30:00,2026-01-15 10:45:00,2.5
494,32,128,2026-01-15 09:15:00,2026-01-15 10:30:00,2.0
495,42,145,2026-01-15 08:15:00,2026-01-15 09:30:00,2.5
496,24,166,2026-01-15 13:15:00,2026-01-15 14:15:00,2.0
497,81,129,2026-01-16 14:15:00,2026-01-16 15:00:00,2.0
498,79,151,2026-01-16 16:00:00,2026-01-16 16:45:00,2.5
499,7,114,2026-01-16 07:30:00,2026-01-16 08:00:00,2.5
500,89,139,2026-01-16 17:30:00,2026-01-16 18:45:00,2.0
501,67,170,2026-01-16 16:00:00,2026-01-16 16:45:00,2.0
502,30,193,2026-01-16 11:30:00,2026-01-16 12:15:00,2.5
503,16,181,2026-01-16 14:15:00,2026-01-16 15:30:00,2.5
504,80,135,2026-01-16 16:00:00,2026-01-16 17:30:00,2.5
505,10,179,2026-01-16 15:00:00,2026-01-16 16:30:00,2.0
506,55,162,2026-01-16 06:30:00,2026-01-16 07:00:00,2.5
507,32,123,2026-01-16 13:00:00,2026-01-16 14:15:00,2.5
508,60,121,2026-01-16 11:30:00,2026-01-16 12:15:00,2.5
509,97,136,2026-01-16 08:00:00,2026-01-16 08:30:00,2.0
510,3,153,2026-01-16 11:15:00,2026-01-16 12:30:00,2.5
511,34,198,2026-01-16 21:30:00,2026-01-16 22:30:00,2.0
512,36,128,2026-01-16 17:30:00,2026-01-16 18:00:00,2.0
513,42,163,2026-01-16 12:45:00,2026-01-16 13:45:00,2.5
514,44,148,2026-01-16 21:15:00,2026-01-16 22:15:00,2.0
515,4,157,2026-01-16 11:45:00,2026-01-16 13:00:00,2.0
516,2,133,2026-01-16 13:30:00,2026-01-16 14:15:00,2.5
517,22,156,2026-01-16 17:00:00,2026-01-16 18:15:00,2.0
518,18,137,2026-01-16 13:00:00,2026-01-16 13:30:00,2.0
519,70,147,2026-01-16 09:30:00,2026-01-16 11:00:00,2.0
520,31,174,2026-01-16 17:15:00,2026-01-16 18:30:00,2.5
521,84,135,2026-01-16 16:30:00,2026-01-16 17:30:00,2.5
522,29,111,2026-01-16 06:00:00,2026-01-16 07:30:00,2.5
523,15,108,2026-01-16 07:45:00,2026-01-16 09:00:00,2.0
524,45,156,2026-01-16 17:15:00,2026-01-16 17:45:00,2.0
525,23,131,2026-01-16 09:00:00,2026-01-16 10:30:00,2.5
526,93,150,2026-01-16 10:15:00,2026-01-16 11:15:00,2.0
527,88,167,2026-01-16 16:00:00,2026-01-16 17:15:00,2.0
528,94,126,2026-01-16 16:15:00,2026-01-16 17:15:00,2.0
529,85,164,2026-01-16 16:15:00,2026-01-16 17:15:00,2.5
530,5,150,2026-01-16 11:30:00,2026-01-16 13:00:00,2.0
531,28,115,2026-01-16 10:15:00,2026-01-16 11:00:00,2.5
532,26,137,2026-01-16 15:45:00,2026-01-16 17:15:00,2.0
533,33,135,2026-01-16 12:15:00,2026-01-16 13:30:00,2.5
534,52,118,2026-01-16 17:00:00,2026-01-16 17:30:00,2.0
535,71,129,2026-01-16 18:30:00,2026-01-16 19:45:00,2.0
536,99,117,2026-01-16 18:45:00,2026-01-16 20:00:00,2.0
537,90,169,2026-01-16 10:00:00,2026-01-16 10:30:00,2.0
538,47,113,2026-01-16 07:00:00,2026-01-16 08:30:00,2.5
539,89,154,2026-01-17 15:15:00,2026-01-17 16:45:00,2.5
540,58,180,2026-01-17 17:15:00,2026-01-17 17:45:00,2.0
541,60,124,2026-01-17 08:45:00,2026-01-17 09:15:00,2.5
542,40,194,2026-01-17 20:30:00,2026-01-17 21:30:00,2.5
543,10,108,2026-01-17 15:00:00,2026-01-17 16:00:00,2.0
544,66,165,2026-01-17 09:00:00,2026-01-17 10:30:00,2.5
545,2,101,2026-01-17 20:00:00,2026-01-17 21:30:00,2.5
546,29,108,2026-01-17 10:45:00,2026-01-17 11:15:00,2.0
547,34,101,2026-01-17 09:30:00,2026-01-17 10:15:00,2.5
548,62,163,2026-01-17 13:30:00,2026-01-17 14:00:00,2.5
549,79,134,2026-01-17 19:15:00,2026-01-17 20:30:00,2.5
550,35,130,2026-01-17 20:15:00,2026-01-17 21:15:00,2.0
551,57,199,2026-01-17 13:30:00,2026-01-17 14:45:00,2.0
552,25,177,2026-01-17 18:45:00,2026-01-17 19:30:00,2.0
553,22,145,2026-01-17 18:30:00,2026-01-17 19:30:00,2.5
554,88,116,2026-01-17 07:45:00,2026-01-17 08:15:00,2.0
555,97,134,2026-01-17 15:45:00,2026-01-17 17:00:00,2.5
556,31,166,2026-01-17 07:15:00,2026-01-17 08:45:00,2.0
557,69,156,2026-01-17 20:30:00,2026-01-17 21:45:00,2.0
558,53,134,2026-01-17 12:30:00,2026-01-17 13:30:00,2.5
559,59,193,2026-01-17 12:00:00,2026-01-17 12:30:00,2.5
560,78,117,2026-01-17 14:15:00,2026-01-17 15:45:00,2.0
561,9,113,2026-01-17 10:30:00,2026-01-17 12:00:00,2.5
562,16,119,2026-01-17 14:00:00,2026-01-17 14:30:00,2.0
563,98,155,2026-01-17 12:45:00,2026-01-17 13:30:00,2.5
564,94,110,2026-01-17 09:45:00,2026-01-17 11:00:00,2.0
565,7,120,2026-01-17 21:15:00,2026-01-17 22:00:00,2.0
566,4,128,2026-01-17 19:45:00,2026-01-17 21:15:00,2.0
567,30,124,2026-01-17 20:15:00,2026-01-17 21:30:00,2.5
568,72,177,2026-01-17 16:30:00,2026-01-17 17:15:00,2.0
569,52,112,2026-01-17 12:30:00,2026-01-17 13:15:00,2.5
570,100,182,2026-01-17 13:15:00,2026-01-17 14:15:00,2.5
571,18,176,2026-01-17 06:30:00,2026-01-17 07:00:00,2.0
572,50,195,2026-01-17 06:15:00,2026-01-17 07:45:00,2.5
573,14,126,2026-01-17 07:45:00,2026-01-17 08:15:00,2.0
574,70,187,2026-01-17 13:15:00,2026-01-17 13:45:00,2.0
575,43,106,2026-01-17 10:45:00,2026-01-17 11:15:00,2.0
576,27,164,2026-01-17 18:45:00,2026-01-17 19:45:00,2.5
577,15,165,2026-01-17 16:30:00,2026-01-17 17:00:00,2.5
578,23,127,2026-01-17 07:45:00,2026-01-17 09:00:00,2.0
579,81,200,2026-01-17 07:30:00,2026-01-17 08:30:00,2.0
580,33,113,2026-01-17 08:00:00,2026-01-17 09:15:00,2.5
581,65,151,2026-01-17 10:00:00,2026-01-17 10:45:00,2.5
582,38,187,2026-01-17 15:00:00,2026-01-17 15:30:00,2.0
583,74,160,2026-01-17 16:00:00,2026-01-17 16:45:00,2.0
584,55,147,2026-01-17 12:00:00,2026-01-17 13:30:00,2.0
585,19,158,2026-01-18 12:45:00,2026-01-18 13:15:00,2.0
586,32,112,2026-01-18 21:45:00,2026-01-18 22:45:00,2.5
587,23,200,2026-01-18 18:30:00,2026-01-18 19:45:00,2.0
588,49,151,2026-01-18 14:45:00,2026-01-18 15:45:00,2.5
589,62,108,2026-01-18 06:30:00,2026-01-18 07:00:00,2.0
590,85,172,2026-01-18 18:15:00,2026-01-18 19:15:00,2.5
591,80,104,2026-01-18 13:30:00,2026-01-18 15:00:00,2.5
592,52,129,2026-01-18 07:15:00,2026-01-18 08:30:00,2.0
593,65,177,2026-01-18 20:45:00,2026-01-18 22:00:00,2.0
594,5,190,2026-01-18 09:15:00,2026-01-18 09:45:00,2.0
595,27,105,2026-01-18 13:45:00,2026-01-18 15:00:00,2.5
596,99,150,2026-01-18 16:30:00,2026-01-18 17:45:00,2.0
597,60,122,2026-01-18 14:00:00,2026-01-18 15:00:00,2.5
598,66,190,2026-01-18 17:30:00,2026-01-18 18:15:00,2.0
599,53,157,2026-01-18 15:00:00,2026-01-18 15:45:00,2.0
600,63,145,2026-01-18 08:30:00,2026-01-18 10:00:00,2.5
601,29,153,2026-01-18 13:45:00,2026-01-18 15:00:00,2.5
602,74,195,2026-01-18 17:30:00,2026-01-18 18:30:00,2.5
603,72,165,2026-01-18 06:30:00,2026-01-18 07:45:00,2.5
604,26,188,2026-01-18 11:45:00,2026-01-18 12:15:00,2.0
605,51,147,2026-01-18 20:00:00,2026-01-18 20:45:00,2.0
606,30,126,2026-01-18 06:15:00,2026-01-18 07:45:00,2.0
607,4,184,2026-01-18 09:00:00,2026-01-18 10:00:00,2.5
608,97,154,2026-01-18 06:15:00,2026-01-18 07:15:00,2.5
609,39,198,2026-01-18 20:45:00,2026-01-18 22:15:00,2.0
610,20,121,2026-01-18 19:00:00,2026-01-18 19:45:00,2.5
611,81,178,2026-01-18 15:15:00,2026-01-18 16:45:00,2.0
612,87,195,2026-01-18 19:30:00,2026-01-18 21:00:00,2.5
613,50,108,2026-01-18 17:00:00,2026-01-18 18:00:00,2.0
614,57,133,2026-01-18 06:45:00,2026-01-18 07:45:00,2.5
615,80,165,2026-01-19 06:15:00,2026-01-19 07:00:00,2.5
616,100,141,2026-01-19 18:45:00,2026-01-19 20:15:00,2.5
617,12,111,2026-01-19 13:30:00,2026-01-19 15:00:00,2.5
618,5,199,2026-01-19 17:15:00,2026-01-19 18:15:00,2.0
619,47,119,2026-01-19 18:45:00,2026-01-19 19:30:00,2.0
620,67,140,2026-01-19 10:00:00,2026-01-19 11:15:00,2.0
621,46,123,2026-01-19 15:45:00,2026-01-19 16:30:00,2.5
622,15,193,2026-01-19 13:00:00,2026-01-19 14:00:00,2.5
623,23,146,2026-01-19 17:15:00,2026-01-19 17:45:00,2.0
624,86,191,2026-01-19 09:15:00,2026-01-19 10:15:00,2.5
625,38,137,2026-01-19 06:30:00,2026-01-19 07:30:00,2.0
626,84,140,2026-01-19 20:00:00,2026-01-19 21:15:00,2.0
627,98,198,2026-01-19 18:45:00,2026-01-19 19:30:00,2.0
628,94,104,2026-01-19 08:15:00,2026-01-19 08:45:00,2.5
629,51,149,2026-01-19 12:00:00,2026-01-19 13:15:00,2.0
630,52,123,2026-01-19 18:00:00,2026-01-19 19:30:00,2.5
631,79,162,2026-01-19 14:00:00,2026-01-19 15:30:00,2.5
632,58,160,2026-01-19 11:15:00,2026-01-19 12:45:00,2.0
633,53,157,2026-01-19 15:45:00,2026-01-19 17:15:00,2.0
634,85,161,2026-01-19 09:30:00,2026-01-19 10:30:00,2.5
635,54,186,2026-01-19 20:45:00,2026-01-19 22:00:00,2.0
636,14,176,2026-01-19 11:30:00,2026-01-19 12:45:00,2.0
637,35,141,2026-01-19 10:00:00,2026-01-19 10:45:00,2.5
638,31,150,2026-01-19 19:15:00,2026-01-19 20:45:00,2.0
639,81,125,2026-01-19 21:30:00,2026-01-19 22:30:00,2.5
640,30,178,2026-01-19 14:15:00,2026-01-19 15:15:00,2.0
641,83,147,2026-01-19 11:45:00,2026-01-19 13:15:00,2.0
642,33,154,2026-01-19 10:45:00,2026-01-19 11:15:00,2.5
643,20,116,2026-01-19 16:30:00,2026-01-19 17:15:00,2.0
644,91,174,2026-01-19 21:30:00,2026-01-19 22:15:00,2.5
645,87,109,2026-01-19 06:30:00,2026-01-19 07:15:00,2.0
646,7,186,2026-01-19 14:00:00,2026-01-19 15:15:00,2.0
647,11,117,2026-01-20 11:00:00,2026-01-20 12:30:00,2.0
648,38,157,2026-01-20 17:15:00,2026-01-20 18:45:00,2.0
649,17,159,2026-01-20 06:15:00,2026-01-20 07:00:00,2.0
650,9,119,2026-01-20 11:00:00,2026-01-20 12:00:00,2.0
651,31,166,2026-01-20 19:30:00,2026-01-20 20:45:00,2.0
652,28,133,2026-01-20 18:45:00,2026-01-20 19:45:00,2.5
653,84,154,2026-01-20 18:45:00,2026-01-20 20:00:00,2.5
654,61,129,2026-01-20 13:15:00,2026-01-20 14:00:00,2.0
655,46,157,2026-01-20 13:15:00,2026-01-20 14:45:00,2.0
656,59,174,2026-01-20 06:15:00,2026-01-20 07:00:00,2.5
657,69,169,2026-01-20 17:15:00,2026-01-20 17:45:00,2.0
658,30,169,2026-01-20 07:15:00,2026-01-20 08:30:00,2.0
659,80,141,2026-01-20 06:30:00,2026-01-20 07:00:00,2.5
660,90,176,2026-01-20 12:30:00,2026-01-20 13:30:00,2.0
661,26,110,2026-01-20 07:00:00,2026-01-20 08:00:00,2.0
662,98,180,2026-01-20 07:45:00,2026-01-20 08:30:00,2.0
663,58,138,2026-01-20 11:15:00,2026-01-20 12:15:00,2.0
664,62,155,2026-01-20 12:30:00,2026-01-20 14:00:00,2.5
665,74,120,2026-01-20 16:00:00,2026-01-20 17:15:00,2.0
666,53,119,2026-01-20 09:30:00,2026-01-20 10:15:00,2.0
667,7,130,2026-01-20 10:15:00,2026-01-20 11:15:00,2.0
668,8,106,2026-01-20 20:30:00,2026-01-20 21:15:00,2.0
669,42,173,2026-01-20 06:45:00,2026-01-20 07:15:00,2.5
670,93,159,2026-01-20 09:30:00,2026-01-20 10:45:00,2.0
671,22,102,2026-01-20 18:45:00,2026-01-20 19:15:00,2.5
672,50,183,2026-01-20 15:00:00,2026-01-20 15:45:00,2.5
673,2,153,2026-01-20 20:30:00,2026-01-20 21:30:00,2.5
674,85,148,2026-01-20 10:30:00,2026-01-20 11:45:00,2.0
675,37,198,2026-01-20 19:00:00,2026-01-20 20:30:00,2.0
676,94,128,2026-01-20 06:00:00,2026-01-20 07:30:00,2.0
677,20,168,2026-01-20 12:00:00,2026-01-20 12:30:00,2.0
678,99,136,2026-01-20 08:00:00,2026-01-20 08:45:00,2.0
679,10,136,2026-01-20 14:00:00,2026-01-20 14:45:00,2.0
680,45,132,2026-01-20 21:15:00,2026-01-20 21:45:00,2.5
681,12,174,2026-01-20 07:30:00,2026-01-20 08:15:00,2.5
682,24,147,2026-01-21 09:30:00,2026-01-21 10:30:00,2.0
683,72,168,2026-01-21 10:00:00,2026-01-21 11:15:00,2.0
684,32,112,2026-01-21 17:30:00,2026-01-21 18:15:00,2.5
685,82,123,2026-01-21 14:00:00,2026-01-21 15:30:00,2.5
686,80,163,2026-01-21 15:45:00,2026-01-21 16:15:00,2.5
687,94,155,2026-01-21 19:45:00,2026-01-21 21:15:00,2.5
688,20,136,2026-01-21 19:15:00,2026-01-21 19:45:00,2.0
689,74,158,2026-01-21 12:45:00,2026-01-21 13:15:00,2.0
690,55,185,2026-01-21 18:00:00,2026-01-21 19:00:00,2.5
691,5,135,2026-01-21 12:15:00,2026-01-21 12:45:00,2.5
692,12,105,2026-01-21 15:30:00,2026-01-21 16:00:00,2.5
693,71,176,2026-01-21 12:45:00,2026-01-21 13:45:00,2.0
694,70,130,2026-01-21 14:30:00,2026-01-21 15:00:00,2.0
695,54,129,2026-01-21 20:00:00,2026-01-21 21:30:00,2.0
696,31,132,2026-01-21 19:45:00,2026-01-21 21:15:00,2.5
697,45,117,2026-01-21 12:45:00,2026-01-21 14:15:00,2.0
698,14,166,2026-01-21 10:15:00,2026-01-21 11:30:00,2.0
699,78,118,2026-01-21 19:15:00,2026-01-21 19:45:00,2.0
700,53,130,2026-01-21 06:15:00,2026-01-21 07:15:00,2.0
701,75,132,2026-01-21 15:30:00,2026-01-21 16:15:00,2.5
702,81,110,2026-01-21 20:45:00,2026-01-21 21:45:00,2.0
703,29,136,2026-01-21 07:00:00,2026-01-21 07:45:00,2.0
704,75,183,2026-01-22 08:15:00,2026-01-22 09:15:00,2.5
705,86,155,2026-01-22 19:45:00,2026-01-22 20:45:00,2.5
706,93,160,2026-01-22 09:30:00,2026-01-22 10:15:00,2.0
707,10,195,2026-01-22 16:45:00,2026-01-22 17:45:00,2.5
708,57,130,2026-01-22 16:15:00,2026-01-22 16:45:00,2.0
709,5,109,2026-01-22 17:30:00,2026-01-22 18:45:00,2.0
710,37,198,2026-01-22 18:45:00,2026-01-22 19:15:00,2.0
711,60,136,2026-01-22 13:00:00,2026-01-22 13:45:00,2.0
712,30,158,2026-01-22 10:45:00,2026-01-22 12:15:00,2.0
713,31,162,2026-01-22 12:45:00,2026-01-22 13:30:00,2.5
714,23,181,2026-01-22 08:00:00,2026-01-22 09:00:00,2.5
715,80,164,2026-01-22 17:00:00,2026-01-22 18:00:00,2.5
716,44,171,2026-01-22 17:00:00,2026-01-22 18:15:00,2.5
717,56,106,2026-01-22 18:15:00,2026-01-22 18:45:00,2.0
718,20,116,2026-01-22 12:30:00,2026-01-22 13:30:00,2.0
719,45,121,2026-01-22 21:15:00,2026-01-22 22:30:00,2.5
720,4,186,2026-01-22 19:15:00,2026-01-22 20:30:00,2.0
721,41,142,2026-01-22 18:00:00,2026-01-22 19:00:00,2.5
722,89,154,2026-01-22 21:45:00,2026-01-22 22:45:00,2.5
723,12,157,2026-01-22 13:00:00,2026-01-22 14:00:00,2.0
724,6,102,2026-01-22 19:15:00,2026-01-22 20:30:00,2.5
725,27,110,2026-01-22 17:30:00,2026-01-22 18:00:00,2.0
726,77,190,2026-01-22 07:15:00,2026-01-22 08:30:00,2.0
727,84,190,2026-01-22 12:15:00,2026-01-22 12:45:00,2.0
728,35,162,2026-01-22 11:00:00,2026-01-22 12:00:00,2.5
729,18,138,2026-01-22 08:15:00,2026-01-22 09:45:00,2.0
730,8,101,2026-01-22 19:00:00,2026-01-22 20:15:00,2.5
731,46,121,2026-01-22 15:15:00,2026-01-22 16:45:00,2.5
732,38,127,2026-01-22 09:30:00,2026-01-22 10:15:00,2.0
733,21,153,2026-01-22 20:30:00,2026-01-22 21:45:00,2.5
734,100,196,2026-01-22 12:30:00,2026-01-22 13:45:00,2.0
735,59,184,2026-01-22 17:00:00,2026-01-22 18:15:00,2.5
736,52,108,2026-01-22 06:00:00,2026-01-22 07:30:00,2.0
737,2,121,2026-01-22 21:30:00,2026-01-22 23:00:00,2.5
738,36,160,2026-01-22 13:15:00,2026-01-22 14:00:00,2.0
739,87,148,2026-01-22 11:00:00,2026-01-22 12:00:00,2.0
740,42,129,2026-01-22 12:45:00,2026-01-22 14:15:00,2.0
741,14,118,2026-01-22 07:45:00,2026-01-22 08:45:00,2.0
742,63,197,2026-01-22 11:00:00,2026-01-22 12:00:00,2.0
743,83,120,2026-01-22 17:30:00,2026-01-22 19:00:00,2.0
744,22,131,2026-01-22 16:45:00,2026-01-22 18:15:00,2.5
745,51,174,2026-01-22 08:00:00,2026-01-22 09:00:00,2.5
746,88,135,2026-01-22 20:30:00,2026-01-22 22:00:00,2.5
747,91,113,2026-01-22 06:30:00,2026-01-22 07:45:00,2.5
748,94,175,2026-01-22 16:00:00,2026-01-22 17:00:00,2.5
749,54,154,2026-01-22 16:15:00,2026-01-22 17:30:00,2.5
750,16,148,2026-01-22 10:30:00,2026-01-22 11:15:00,2.0
751,37,175,2026-01-23 13:45:00,2026-01-23 14:45:00,2.5
752,45,122,2026-01-23 09:45:00,2026-01-23 11:15:00,2.5
753,76,140,2026-01-23 15:15:00,2026-01-23 15:45:00,2.0
754,39,184,2026-01-23 09:30:00,2026-01-23 10:30:00,2.5
755,9,107,2026-01-23 21:00:00,2026-01-23 22:00:00,2.0
756,13,156,2026-01-23 21:30:00,2026-01-23 23:00:00,2.0
757,77,187,2026-01-23 13:45:00,2026-01-23 14:15:00,2.0
758,46,135,2026-01-23 08:45:00,2026-01-23 10:15:00,2.5
759,2,181,2026-01-23 20:30:00,2026-01-23 21:00:00,2.5
760,81,108,2026-01-23 20:30:00,2026-01-23 22:00:00,2.0
761,73,194,2026-01-23 19:45:00,2026-01-23 21:00:00,2.5
762,95,153,2026-01-23 12:45:00,2026-01-23 13:15:00,2.5
763,31,117,2026-01-23 21:15:00,2026-01-23 22:45:00,2.0
764,26,119,2026-01-23 19:30:00,2026-01-23 20:15:00,2.0
765,36,150,2026-01-23 12:45:00,2026-01-23 13:30:00,2.0
766,6,134,2026-01-23 16:45:00,2026-01-23 17:30:00,2.5
767,8,188,2026-01-23 15:45:00,2026-01-23 17:00:00,2.0
768,33,115,2026-01-23 10:45:00,2026-01-23 11:45:00,2.5
769,86,137,2026-01-23 19:00:00,2026-01-23 20:15:00,2.0
770,62,156,2026-01-23 12:45:00,2026-01-23 13:45:00,2.0
771,35,164,2026-01-23 13:00:00,2026-01-23 14:15:00,2.5
772,16,110,2026-01-23 12:45:00,2026-01-23 13:15:00,2.0
773,94,136,2026-01-23 18:00:00,2026-01-23 19:15:00,2.0
774,60,126,2026-01-23 11:45:00,2026-01-23 12:30:00,2.0
775,30,164,2026-01-23 11:30:00,2026-01-23 12:15:00,2.5
