cycle_id,resident_id,machine_id,start_time,end_time,price,duration_min,hour,day_of_week
682,24,147,2026-01-21 09:30:00,2026-01-21 10:30:00,2.0,60.0,9,Wednesday
683,72,168,2026-01-21 10:00:00,2026-01-21 11:15:00,2.0,75.0,10,Wednesday
684,32,112,2026-01-21 17:30:00,2026-01-21 18:15:00,2.5,45.0,17,Wednesday
685,82,123,2026-01-21 14:00:00,2026-01-21 15:30:00,2.5,90.0,14,Wednesday
686,80,163,2026-01-21 15:45:00,2026-01-21 16:15:00,2.5,30.0,15,Wednesday
687,94,155,2026-01-21 19:45:00,2026-01-21 21:15:00,2.5,90.0,19,Wednesday
688,20,136,2026-01-21 19:15:00,2026-01-21 19:45:00,2.0,30.0,19,Wednesday
689,74,158,2026-01-21 12:45:00,2026-01-21 13:15:00,2.0,30.0,12,Wednesday
690,55,185,2026-01-21 18:00:00,2026-01-21 19:00:00,2.5,60.0,18,Wednesday
691,5,135,2026-01-21 12:15:00,2026-01-21 12:45:00,2.5,30.0,12,Wednesday
692,12,105,2026-01-21 15:30:00,2026-01-21 16:00:00,2.5,30.0,15,Wednesday
693,71,176,2026-01-21 12:45:00,2026-01-21 13:45:00,2.0,60.0,12,Wednesday
694,70,130,2026-01-21 14:30:00,2026-01-21 15:00:00,2.0,30.0,14,Wednesday
695,54,129,2026-01-21 20:00:00,2026-01-21 21:30:00,2.0,90.0,20,Wednesday
696,31,132,2026-01-21 19:45:00,2026-01-21 21:15:00,2.5,90.0,19,Wednesday
697,45,117,2026-01-21 12:45:00,2026-01-21 14:15:00,2.0,90.0,12,Wednesday
698,14,166,2026-01-21 10:15:00,2026-01-21 11:30:00,2.0,75.0,10,Wednesday
699,78,118,2026-01-21 19:15:00,2026-01-21 19:45:00,2.0,30.0,19,Wednesday
700,53,130,2026-01-21 06:15:00,2026-01-21 07:15:00,2.0,60.0,6,Wednesday
701,75,132,2026-01-21 15:30:00,2026-01-21 16:15:00,2.5,45.0,15,Wednesday
702,81,110,2026-01-21 20:45:00,2026-01-21 21:45:00,2.0,60.0,20,Wednesday
703,29,136,2026-01-21 07:00:00,2026-01-21 07:45:00,2.0,45.0,7,Wednesday
704,75,183,2026-01-22 08:15:00,2026-01-22 09:15:00,2.5,60.0,8,Thursday
705,86,155,2026-01-22 19:45:00,2026-01-22 20:45:00,2.5,60.0,19,Thursday
706,93,160,2026-01-22 09:30:00,2026-01-22 10:15:00,2.0,45.0,9,Thursday
707,10,195,2026-01-22 16:45:00,2026-01-22 17:45:00,2.5,60.0,16,Thursday
708,57,130,2026-01-22 16:15:00,2026-01-22 16:45:00,2.0,30.0,16,Thursday
709,5,109,2026-01-22 17:30:00,2026-01-22 18:45:00,2.0,75.0,17,Thursday
710,37,198,2026-01-22 18:45:00,2026-01-22 19:15:00,2.0,30.0,18,Thursday
711,60,136,2026-01-22 13:00:00,2026-01-22 13:45:00,2.0,45.0,13,Thursday
712,30,158,2026-01-22 10:45:00,2026-01-22 12:15:00,2.0,90.0,10,Thursday
713,31,162,2026-01-22 12:45:00,2026-01-22 13:30:00,2.5,45.0,12,Thursday
714,23,181,2026-01-22 08:00:00,2026-01-22 09:00:00,2.5,60.0,8,Thursday
715,80,164,2026-01-22 17:00:00,2026-01-22 18:00:00,2.5,60.0,17,Thursday
716,44,171,2026-01-22 17:00:00,2026-01-22 18:15:00,2.5,75.0,17,Thursday
717,56,106,2026-01-22 18:15:00,2026-01-22 18:45:00,2.0,30.0,18,Thursday
718,20,116,2026-01-22 12:30:00,2026-01-22 13:30:00,2.0,60.0,12,Thursday
719,45,121,2026-01-22 21:15:00,2026-01-22 22:30:00,2.5,75.0,21,Thursday
720,4,186,2026-01-22 19:15:00,2026-01-22 20:30:00,2.0,75.0,19,Thursday
721,41,142,2026-01-22 18:00:00,2026-01-22 19:00:00,2.5,60.0,18,Thursday
722,89,154,2026-01-22 21:45:00,2026-01-22 22:45:00,2.5,60.0,21,Thursday
723,12,157,2026-01-22 13:00:00,2026-01-22 14:00:00,2.0,60.0,13,Thursday
724,6,102,2026-01-22 19:15:00,2026-01-22 20:30:00,2.5,75.0,19,Thursday
725,27,110,2026-01-22 17:30:00,2026-01-22 18:00:00,2.0,30.0,17,Thursday
726,77,190,2026-01-22 07:15:00,2026-01-22 08:30:00,2.0,75.0,7,Thursday
727,84,190,2026-01-22 12:15:00,2026-01-22 12:45:00,2.0,30.0,12,Thursday
728,35,162,2026-01-22 11:00:00,2026-01-22 12:00:00,2.5,60.0,11,Thursday
729,18,138,2026-01-22 08:15:00,2026-01-22 09:45:00,2.0,90.0,8,Thursday
730,8,101,2026-01-22 19:00:00,2026-01-22 20:15:00,2.5,75.0,19,Thursday
731,46,121,2026-01-22 15:15:00,2026-01-22 16:45:00,2.5,90.0,15,Thursday
732,38,127,2026-01-22 09:30:00,2026-01-22 10:15:00,2.0,45.0,9,Thursday
733,21,153,2026-01-22 20:30:00,2026-01-22 21:45:00,2.5,75.0,20,Thursday
734,100,196,2026-01-22 12:30:00,2026-01-22 13:45:00,2.0,75.0,12,Thursday
735,59,184,2026-01-22 17:00:00,2026-01-22 18:15:00,2.5,75.0,17,Thursday
736,52,108,2026-01-22 06:00:00,2026-01-22 07:30:00,2.0,90.0,6,Thursday
737,2,121,2026-01-22 21:30:00,2026-01-22 23:00:00,2.5,90.0,21,Thursday
738,36,160,2026-01-22 13:15:00,2026-01-22 14:00:00,2.0,45.0,13,Thursday
739,87,148,2026-01-22 11:00:00,2026-01-22 12:00:00,2.0,60.0,11,Thursday
740,42,129,2026-01-22 12:45:00,2026-01-22 14:15:00,2.0,90.0,12,Thursday
741,14,118,2026-01-22 07:45:00,2026-01-22 08:45:00,2.0,60.0,7,Thursday
742,63,197,2026-01-22 11:00:00,2026-01-22 12:00:00,2.0,60.0,11,Thursday
743,83,120,2026-01-22 17:30:00,2026-01-22 19:00:00,2.0,90.0,17,Thursday
744,22,131,2026-01-22 16:45:00,2026-01-22 18:15:00,2.5,90.0,16,Thursday
745,51,174,2026-01-22 08:00:00,2026-01-22 09:00:00,2.5,60.0,8,Thursday
746,88,135,2026-01-22 20:30:00,2026-01-22 22:00:00,2.5,90.0,20,Thursday
747,91,113,2026-01-22 06:30:00,2026-01-22 07:45:00,2.5,75.0,6,Thursday
748,94,175,2026-01-22 16:00:00,2026-01-22 17:00:00,2.5,60.0,16,Thursday
749,54,154,2026-01-22 16:15:00,2026-01-22 17:30:00,2.5,75.0,16,Thursday
750,16,148,2026-01-22 10:30:00,2026-01-22 11:15:00,2.0,45.0,10,Thursday
751,37,175,2026-01-23 13:45:00,2026-01-23 14:45:00,2.5,60.0,13,Friday
752,45,122,2026-01-23 09:45:00,2026-01-23 11:15:00,2.5,90.0,9,Friday
753,76,140,2026-01-23 15:15:00,2026-01-23 15:45:00,2.0,30.0,15,Friday
754,39,184,2026-01-23 09:30:00,2026-01-23 10:30:00,2.5,60.0,9,Friday
755,9,107,2026-01-23 21:00:00,2026-01-23 22:00:00,2.0,60.0,21,Friday
756,13,156,2026-01-23 21:30:00,2026-01-23 23:00:00,2.0,90.0,21,Friday
757,77,187,2026-01-23 13:45:00,2026-01-23 14:15:00,2.0,30.0,13,Friday
758,46,135,2026-01-23 08:45:00,2026-01-23 10:15:00,2.5,90.0,8,Friday
759,2,181,2026-01-23 20:30:00,2026-01-23 21:00:00,2.5,30.0,20,Friday
760,81,108,2026-01-23 20:30:00,2026-01-23 22:00:00,2.0,90.0,20,Friday
761,73,194,2026-01-23 19:45:00,2026-01-23 21:00:00,2.5,75.0,19,Friday
762,95,153,2026-01-23 12:45:00,2026-01-23 13:15:00,2.5,30.0,12,Friday
763,31,117,2026-01-23 21:15:00,2026-01-23 22:45:00,2.0,90.0,21,Friday
764,26,119,2026-01-23 19:30:00,2026-01-23 20:15:00,2.0,45.0,19,Friday
765,36,150,2026-01-23 12:45:00,2026-01-23 13:30:00,2.0,45.0,12,Friday
766,6,134,2026-01-23 16:45:00,2026-01-23 17:30:00,2.5,45.0,16,Friday
767,8,188,2026-01-23 15:45:00,2026-01-23 17:00:00,2.0,75.0,15,Friday
768,33,115,2026-01-23 10:45:00,2026-01-23 11:45:00,2.5,60.0,10,Friday
769,86,137,2026-01-23 19:00:00,2026-01-23 20:15:00,2.0,75.0,19,Friday
770,62,156,2026-01-23 12:45:00,2026-01-23 13:45:00,2.0,60.0,12,Friday
771,35,164,2026-01-23 13:00:00,2026-01-23 14:15:00,2.5,75.0,13,Friday
772,16,110,2026-01-23 12:45:00,2026-01-23 13:15:00,2.0,30.0,12,Friday
773,94,136,2026-01-23 18:00:00,2026-01-23 19:15:00,2.0,75.0,18,Friday
774,60,126,2026-01-23 11:45:00,2026-01-23 12:30:00,2.0,45.0,11,Friday
775,30,164,2026-01-23 11:30:00,2026-01-23 12:15:00,2.5,45.0,11,Friday
776,52,131,2026-01-23 12:30:00,2026-01-23 13:45:00,2.5,75.0,12,Friday
777,57,146,2026-01-23 21:15:00,2026-01-23 22:45:00,2.0,90.0,21,Friday
778,17,164,2026-01-23 11:15:00,2026-01-23 12:15:00,2.5,60.0,11,Friday
779,34,144,2026-01-23 21:45:00,2026-01-23 22:15:00,2.5,30.0,21,Friday
780,88,165,2026-01-23 12:30:00,2026-01-23 13:15:00,2.5,45.0,12,Friday
781,82,157,2026-01-23 12:15:00,2026-01-23 13:45:00,2.0,90.0,12,Friday
782,40,156,2026-01-23 07:00:00,2026-01-23 08:30:00,2.0,90.0,7,Friday
783,90,189,2026-01-23 21:15:00,2026-01-23 22:15:00,2.0,60.0,21,Friday
784,15,176,2026-01-23 13:00:00,2026-01-23 13:45:00,2.0,45.0,13,Friday
785,70,115,2026-01-23 20:30:00,2026-01-23 22:00:00,2.5,90.0,20,Friday
786,64,181,2026-01-23 21:00:00,2026-01-23 22:15:00,2.5,75.0,21,Friday
787,87,194,2026-01-24 07:00:00,2026-01-24 08:00:00,2.5,60.0,7,Saturday
788,26,185,2026-01-24 19:00:00,2026-01-24 19:30:00,2.5,30.0,19,Saturday
789,19,140,2026-01-24 08:45:00,2026-01-24 09:15:00,2.0,30.0,8,Saturday
790,42,152,2026-01-24 15:45:00,2026-01-24 17:15:00,2.5,90.0,15,Saturday
791,23,187,2026-01-24 21:45:00,2026-01-24 22:15:00,2.0,30.0,21,Saturday
792,40,157,2026-01-24 09:00:00,2026-01-24 09:30:00,2.0,30.0,9,Saturday
793,11,144,2026-01-24 08:30:00,2026-01-24 09:15:00,2.5,45.0,8,Saturday
794,49,180,2026-01-24 14:45:00,2026-01-24 16:00:00,2.0,75.0,14,Saturday
795,66,197,2026-01-24 18:15:00,2026-01-24 18:45:00,2.0,30.0,18,Saturday
796,2,157,2026-01-24 13:45:00,2026-01-24 14:45:00,2.0,60.0,13,Saturday
797,93,162,2026-01-24 17:00:00,2026-01-24 18:00:00,2.5,60.0,17,Saturday
798,9,142,2026-01-24 19:30:00,2026-01-24 20:30:00,2.5,60.0,19,Saturday
799,47,143,2026-01-24 20:00:00,2026-01-24 20:30:00,2.5,30.0,20,Saturday
800,98,132,2026-01-24 15:00:00,2026-01-24 16:30:00,2.5,90.0,15,Saturday
801,92,185,2026-01-24 13:30:00,2026-01-24 14:15:00,2.5,45.0,13,Saturday
802,7,137,2026-01-24 18:45:00,2026-01-24 19:45:00,2.0,60.0,18,Saturday
803,51,154,2026-01-24 13:00:00,2026-01-24 13:30:00,2.5,30.0,13,Saturday
804,65,199,2026-01-24 08:30:00,2026-01-24 09:00:00,2.0,30.0,8,Saturday
805,50,121,2026-01-24 08:15:00,2026-01-24 09:15:00,2.5,60.0,8,Saturday
806,43,128,2026-01-24 16:00:00,2026-01-24 17:00:00,2.0,60.0,16,Saturday
807,52,156,2026-01-24 11:45:00,2026-01-24 12:30:00,2.0,45.0,11,Saturday
808,27,138,2026-01-24 12:00:00,2026-01-24 13:00:00,2.0,60.0,12,Saturday
809,86,168,2026-01-24 11:15:00,2026-01-24 11:45:00,2.0,30.0,11,Saturday
810,96,143,2026-01-24 09:15:00,2026-01-24 10:45:00,2.5,90.0,9,Saturday
811,24,152,2026-01-24 15:45:00,2026-01-24 16:15:00,2.5,30.0,15,Saturday
812,33,200,2026-01-24 12:45:00,2026-01-24 13:45:00,2.0,60.0,12,Saturday
813,61,158,2026-01-24 17:30:00,2026-01-24 18:30:00,2.0,60.0,17,Saturday
814,15,128,2026-01-24 06:15:00,2026-01-24 07:00:00,2.0,45.0,6,Saturday
815,30,148,2026-01-24 13:00:00,2026-01-24 14:15:00,2.0,75.0,13,Saturday
816,1,172,2026-01-24 13:45:00,2026-01-24 14:30:00,2.5,45.0,13,Saturday
817,37,104,2026-01-24 11:45:00,2026-01-24 12:45:00,2.5,60.0,11,Saturday
818,57,109,2026-01-24 20:45:00,2026-01-24 22:00:00,2.0,75.0,20,Saturday
819,17,131,2026-01-24 13:30:00,2026-01-24 15:00:00,2.5,90.0,13,Saturday
820,36,125,2026-01-24 20:15:00,2026-01-24 21:15:00,2.5,60.0,20,Saturday
821,72,124,2026-01-24 19:15:00,2026-01-24 20:00:00,2.5,45.0,19,Saturday
822,79,173,2026-01-24 15:45:00,2026-01-24 16:30:00,2.5,45.0,15,Saturday
823,95,183,2026-01-24 08:45:00,2026-01-24 10:15:00,2.5,90.0,8,Saturday
824,69,167,2026-01-24 15:30:00,2026-01-24 16:00:00,2.0,30.0,15,Saturday
825,20,115,2026-01-24 08:45:00,2026-01-24 09:15:00,2.5,30.0,8,Saturday
826,21,153,2026-01-24 17:15:00,2026-01-24 18:00:00,2.5,45.0,17,Saturday
827,46,187,2026-01-24 20:15:00,2026-01-24 21:30:00,2.0,75.0,20,Saturday
828,41,112,2026-01-24 12:45:00,2026-01-24 13:15:00,2.5,30.0,12,Saturday
829,88,189,2026-01-24 07:15:00,2026-01-24 08:15:00,2.0,60.0,7,Saturday
830,5,121,2026-01-24 14:45:00,2026-01-24 15:15:00,2.5,30.0,14,Saturday
831,29,186,2026-01-24 10:15:00,2026-01-24 11:45:00,2.0,90.0,10,Saturday
832,7,123,2026-01-25 14:15:00,2026-01-25 15:00:00,2.5,45.0,14,Sunday
833,81,147,2026-01-25 10:15:00,2026-01-25 11:30:00,2.0,75.0,10,Sunday
834,43,106,2026-01-25 11:30:00,2026-01-25 12:15:00,2.0,45.0,11,Sunday
835,83,118,2026-01-25 09:00:00,2026-01-25 09:30:00,2.0,30.0,9,Sunday
836,76,114,2026-01-25 19:00:00,2026-01-25 20:15:00,2.5,75.0,19,Sunday
837,4,115,2026-01-25 08:30:00,2026-01-25 09:30:00,2.5,60.0,8,Sunday
838,27,135,2026-01-25 06:30:00,2026-01-25 07:30:00,2.5,60.0,6,Sunday
839,20,120,2026-01-25 09:30:00,2026-01-25 10:15:00,2.0,45.0,9,Sunday
840,78,148,2026-01-25 17:45:00,2026-01-25 19:15:00,2.0,90.0,17,Sunday
841,50,117,2026-01-25 12:30:00,2026-01-25 13:15:00,2.0,45.0,12,Sunday
842,62,165,2026-01-25 08:45:00,2026-01-25 10:00:00,2.5,75.0,8,Sunday
843,19,113,2026-01-25 11:15:00,2026-01-25 12:45:00,2.5,90.0,11,Sunday
844,74,179,2026-01-25 20:15:00,2026-01-25 21:30:00,2.0,75.0,20,Sunday
845,89,140,2026-01-25 16:45:00,2026-01-25 18:00:00,2.0,75.0,16,Sunday
846,45,116,2026-01-25 19:45:00,2026-01-25 21:15:00,2.0,90.0,19,Sunday
847,36,190,2026-01-25 17:45:00,2026-01-25 19:15:00,2.0,90.0,17,Sunday
848,85,166,2026-01-25 20:30:00,2026-01-25 21:30:00,2.0,60.0,20,Sunday
849,14,131,2026-01-25 14:30:00,2026-01-25 16:00:00,2.5,90.0,14,Sunday
850,29,166,2026-01-25 13:30:00,2026-01-25 14:45:00,2.0,75.0,13,Sunday
851,24,157,2026-01-25 21:30:00,2026-01-25 22:15:00,2.0,45.0,21,Sunday
852,51,102,2026-01-26 15:30:00,2026-01-26 16:30:00,2.5,60.0,15,Monday
853,50,127,2026-01-26 20:30:00,2026-01-26 21:45:00,2.0,75.0,20,Monday
854,8,112,2026-01-26 18:15:00,2026-01-26 19:15:00,2.5,60.0,18,Monday
855,72,117,2026-01-26 20:00:00,2026-01-26 20:30:00,2.0,30.0,20,Monday
856,83,136,2026-01-26 10:45:00,2026-01-26 12:15:00,2.0,90.0,10,Monday
857,26,190,2026-01-26 21:45:00,2026-01-26 23:00:00,2.0,75.0,21,Monday
858,81,193,2026-01-26 20:45:00,2026-01-26 22:15:00,2.5,90.0,20,Monday
859,24,130,2026-01-26 12:45:00,2026-01-26 13:30:00,2.0,45.0,12,Monday
860,80,171,2026-01-26 18:45:00,2026-01-26 20:00:00,2.5,75.0,18,Monday
861,20,137,2026-01-26 18:30:00,2026-01-26 19:45:00,2.0,75.0,18,Monday
862,46,147,2026-01-26 19:45:00,2026-01-26 20:45:00,2.0,60.0,19,Monday
863,94,177,2026-01-26 15:00:00,2026-01-26 16:30:00,2.0,90.0,15,Monday
864,84,127,2026-01-26 12:45:00,2026-01-26 14:15:00,2.0,90.0,12,Monday
865,27,120,2026-01-26 14:15:00,2026-01-26 15:30:00,2.0,75.0,14,Monday
866,92,102,2026-01-26 11:45:00,2026-01-26 12:30:00,2.5,45.0,11,Monday
867,1,169,2026-01-26 11:45:00,2026-01-26 13:15:00,2.0,90.0,11,Monday
868,16,119,2026-01-26 12:15:00,2026-01-26 13:45:00,2.0,90.0,12,Monday
869,36,143,2026-01-26 19:15:00,2026-01-26 20:45:00,2.5,90.0,19,Monday
870,52,200,2026-01-26 11:45:00,2026-01-26 13:00:00,2.0,75.0,11,Monday
871,53,136,2026-01-26 14:30:00,2026-01-26 15:30:00,2.0,60.0,14,Monday
872,90,119,2026-01-26 11:15:00,2026-01-26 12:30:00,2.0,75.0,11,Monday
873,2,179,2026-01-26 14:45:00,2026-01-26 15:15:00,2.0,30.0,14,Monday
874,75,132,2026-01-26 09:15:00,2026-01-26 10:00:00,2.5,45.0,9,Monday
875,44,105,2026-01-26 09:30:00,2026-01-26 10:30:00,2.5,60.0,9,Monday
876,7,137,2026-01-26 11:15:00,2026-01-26 12:30:00,2.0,75.0,11,Monday
877,72,190,2026-01-27 14:15:00,2026-01-27 14:45:00,2.0,30.0,14,Tuesday
878,89,198,2026-01-27 21:45:00,2026-01-27 23:00:00,2.0,75.0,21,Tuesday
879,18,166,2026-01-27 06:30:00,2026-01-27 07:45:00,2.0,75.0,6,Tuesday
880,14,136,2026-01-27 13:15:00,2026-01-27 14:15:00,2.0,60.0,13,Tuesday
881,55,102,2026-01-27 20:00:00,2026-01-27 20:45:00,2.5,45.0,20,Tuesday
882,99,129,2026-01-27 20:45:00,2026-01-27 22:15:00,2.0,90.0,20,Tuesday
883,21,128,2026-01-27 09:00:00,2026-01-27 10:30:00,2.0,90.0,9,Tuesday
884,73,110,2026-01-27 19:15:00,2026-01-27 20:45:00,2.0,90.0,19,Tuesday
885,63,118,2026-01-27 13:15:00,2026-01-27 14:00:00,2.0,45.0,13,Tuesday
886,62,158,2026-01-27 17:15:00,2026-01-27 18:30:00,2.0,75.0,17,Tuesday
887,48,145,2026-01-27 09:15:00,2026-01-27 10:45:00,2.5,90.0,9,Tuesday
888,51,200,2026-01-27 13:00:00,2026-01-27 13:30:00,2.0,30.0,13,Tuesday
889,90,145,2026-01-27 09:45:00,2026-01-27 10:30:00,2.5,45.0,9,Tuesday
890,49,138,2026-01-27 08:30:00,2026-01-27 10:00:00,2.0,90.0,8,Tuesday
891,23,116,2026-01-27 16:00:00,2026-01-27 17:15:00,2.0,75.0,16,Tuesday
892,81,121,2026-01-27 13:30:00,2026-01-27 14:45:00,2.5,75.0,13,Tuesday
893,78,116,2026-01-27 06:00:00,2026-01-27 07:30:00,2.0,90.0,6,Tuesday
894,36,171,2026-01-27 19:45:00,2026-01-27 21:00:00,2.5,75.0,19,Tuesday
895,5,117,2026-01-27 14:15:00,2026-01-27 15:30:00,2.0,75.0,14,Tuesday
896,15,198,2026-01-27 10:00:00,2026-01-27 11:00:00,2.0,60.0,10,Tuesday
897,38,187,2026-01-27 13:45:00,2026-01-27 14:45:00,2.0,60.0,13,Tuesday
898,22,178,2026-01-27 20:30:00,2026-01-27 21:00:00,2.0,30.0,20,Tuesday
899,96,131,2026-01-27 08:00:00,2026-01-27 09:15:00,2.5,75.0,8,Tuesday
900,13,183,2026-01-27 19:15:00,2026-01-27 20:45:00,2.5,90.0,19,Tuesday
901,58,184,2026-01-27 08:00:00,2026-01-27 08:30:00,2.5,30.0,8,Tuesday
902,8,129,2026-01-27 11:30:00,2026-01-27 12:00:00,2.0,30.0,11,Tuesday
903,64,195,2026-01-27 11:15:00,2026-01-27 12:45:00,2.5,90.0,11,Tuesday
904,80,169,2026-01-27 17:30:00,2026-01-27 18:00:00,2.0,30.0,17,Tuesday
905,29,172,2026-01-27 12:00:00,2026-01-27 13:15:00,2.5,75.0,12,Tuesday
906,25,144,2026-01-27 12:45:00,2026-01-27 13:45:00,2.5,60.0,12,Tuesday
907,56,139,2026-01-27 20:15:00,2026-01-27 21:15:00,2.0,60.0,20,Tuesday
908,6,129,2026-01-27 11:15:00,2026-01-27 12:15:00,2.0,60.0,11,Tuesday
909,20,120,2026-01-27 19:30:00,2026-01-27 20:00:00,2.0,30.0,19,Tuesday
910,30,158,2026-01-27 10:30:00,2026-01-27 11:00:00,2.0,30.0,10,Tuesday
911,37,181,2026-01-27 07:00:00,2026-01-27 08:15:00,2.5,75.0,7,Tuesday
912,74,170,2026-01-27 13:00:00,2026-01-27 14:00:00,2.0,60.0,13,Tuesday
913,52,133,2026-01-27 08:45:00,2026-01-27 09:45:00,2.5,60.0,8,Tuesday
914,27,169,2026-01-27 16:45:00,2026-01-27 18:00:00,2.0,75.0,16,Tuesday
915,41,184,2026-01-27 18:45:00,2026-01-27 19:15:00,2.5,30.0,18,Tuesday
916,65,139,2026-01-27 09:30:00,2026-01-27 10:30:00,2.0,60.0,9,Tuesday
917,3,191,2026-01-27 18:30:00,2026-01-27 20:00:00,2.5,90.0,18,Tuesday
918,45,113,2026-01-27 17:00:00,2026-01-27 18:15:00,2.5,75.0,17,Tuesday
919,43,152,2026-01-27 20:00:00,2026-01-27 21:30:00,2.5,90.0,20,Tuesday
920,40,186,2026-01-27 16:30:00,2026-01-27 17:45:00,2.0,75.0,16,Tuesday
921,87,172,2026-01-27 15:15:00,2026-01-27 16:15:00,2.5,60.0,15,Tuesday
922,67,126,2026-01-27 12:30:00,2026-01-27 14:00:00,2.0,90.0,12,Tuesday
923,92,128,2026-01-27 14:45:00,2026-01-27 15:45:00,2.0,60.0,14,Tuesday
924,100,139,2026-01-27 08:45:00,2026-01-27 09:45:00,2.0,60.0,8,Tuesday
925,48,183,2026-01-28 09:15:00,2026-01-28 10:30:00,2.5,75.0,9,Wednesday
926,94,143,2026-01-28 16:45:00,2026-01-28 17:15:00,2.5,30.0,16,Wednesday
927,8,118,2026-01-28 17:45:00,2026-01-28 19:15:00,2.0,90.0,17,Wednesday
928,58,116,2026-01-28 08:30:00,2026-01-28 09:30:00,2.0,60.0,8,Wednesday
929,5,159,2026-01-28 20:45:00,2026-01-28 22:15:00,2.0,90.0,20,Wednesday
930,87,117,2026-01-28 12:45:00,2026-01-28 13:30:00,2.0,45.0,12,Wednesday
931,24,148,2026-01-28 12:00:00,2026-01-28 13:15:00,2.0,75.0,12,Wednesday
932,89,130,2026-01-28 19:15:00,2026-01-28 20:15:00,2.0,60.0,19,Wednesday
933,56,166,2026-01-28 17:45:00,2026-01-28 19:00:00,2.0,75.0,17,Wednesday
934,99,118,2026-01-28 15:00:00,2026-01-28 16:30:00,2.0,90.0,15,Wednesday
935,39,101,2026-01-28 20:15:00,2026-01-28 21:00:00,2.5,45.0,20,Wednesday
936,62,187,2026-01-28 15:00:00,2026-01-28 16:15:00,2.0,75.0,15,Wednesday
937,75,172,2026-01-28 13:15:00,2026-01-28 14:15:00,2.5,60.0,13,Wednesday
938,66,118,2026-01-28 20:15:00,2026-01-28 21:45:00,2.0,90.0,20,Wednesday
939,31,130,2026-01-28 14:15:00,2026-01-28 14:45:00,2.0,30.0,14,Wednesday
940,34,174,2026-01-28 10:45:00,2026-01-28 11:45:00,2.5,60.0,10,Wednesday
941,69,139,2026-01-28 14:15:00,2026-01-28 15:45:00,2.0,90.0,14,Wednesday
942,2,176,2026-01-28 12:00:00,2026-01-28 12:30:00,2.0,30.0,12,Wednesday
943,78,162,2026-01-28 10:30:00,2026-01-28 11:15:00,2.5,45.0,10,Wednesday
944,21,152,2026-01-28 12:00:00,2026-01-28 13:15:00,2.5,75.0,12,Wednesday
945,1,154,2026-01-28 07:30:00,2026-01-28 08:30:00,2.5,60.0,7,Wednesday
946,20,182,2026-01-28 17:15:00,2026-01-28 18:45:00,2.5,90.0,17,Wednesday
947,93,158,2026-01-28 06:45:00,2026-01-28 07:45:00,2.0,60.0,6,Wednesday
948,32,195,2026-01-28 15:30:00,2026-01-28 16:45:00,2.5,75.0,15,Wednesday
949,91,182,2026-01-28 09:00:00,2026-01-28 09:45:00,2.5,45.0,9,Wednesday
950,70,193,2026-01-28 13:15:00,2026-01-28 14:00:00,2.5,45.0,13,Wednesday
951,60,144,2026-01-28 20:15:00,2026-01-28 21:00:00,2.5,45.0,20,Wednesday
952,40,125,2026-01-28 12:00:00,2026-01-28 13:30:00,2.5,90.0,12,Wednesday
953,10,155,2026-01-28 16:45:00,2026-01-28 18:00:00,2.5,75.0,16,Wednesday
954,9,196,2026-01-28 17:30:00,2026-01-28 18:00:00,2.0,30.0,17,Wednesday
955,76,109,2026-01-28 15:00:00,2026-01-28 16:30:00,2.0,90.0,15,Wednesday
956,18,187,2026-01-28 10:15:00,2026-01-28 11:45:00,2.0,90.0,10,Wednesday
957,44,196,2026-01-28 16:15:00,2026-01-28 17:15:00,2.0,60.0,16,Wednesday
958,22,139,2026-01-28 15:30:00,2026-01-28 17:00:00,2.0,90.0,15,Wednesday
959,67,103,2026-01-28 08:15:00,2026-01-28 09:30:00,2.5,75.0,8,Wednesday
960,97,129,2026-01-28 20:30:00,2026-01-28 21:45:00,2.0,75.0,20,Wednesday
961,83,138,2026-01-28 18:00:00,2026-01-28 19:00:00,2.0,60.0,18,Wednesday
962,55,167,2026-01-28 13:45:00,2026-01-28 14:30:00,2.0,45.0,13,Wednesday
963,15,184,2026-01-28 20:45:00,2026-01-28 21:45:00,2.5,60.0,20,Wednesday
964,73,185,2026-01-28 08:00:00,2026-01-28 09:30:00,2.5,90.0,8,Wednesday
965,74,167,2026-01-28 21:00:00,2026-01-28 22:15:00,2.0,75.0,21,Wednesday
966,16,178,2026-01-28 18:00:00,2026-01-28 18:30:00,2.0,30.0,18,Wednesday
967,3,171,2026-01-28 20:30:00,2026-01-28 21:15:00,2.5,45.0,20,Wednesday
968,17,141,2026-01-28 11:45:00,2026-01-28 12:15:00,2.5,30.0,11,Wednesday
969,88,144,2026-01-28 06:15:00,2026-01-28 07:15:00,2.5,60.0,6,Wednesday
970,40,185,2026-01-29 15:45:00,2026-01-29 17:15:00,2.5,90.0,15,Thursday
971,38,125,2026-01-29 14:00:00,2026-01-29 15:00:00,2.5,60.0,14,Thursday
972,15,164,2026-01-29 12:30:00,2026-01-29 13:30:00,2.5,60.0,12,Thursday
973,67,123,2026-01-29 21:15:00,2026-01-29 22:45:00,2.5,90.0,21,Thursday
974,33,118,2026-01-29 12:30:00,2026-01-29 13:00:00,2.0,30.0,12,Thursday
975,74,121,2026-01-29 14:30:00,2026-01-29 15:30:00,2.5,60.0,14,Thursday
976,95,145,2026-01-29 17:15:00,2026-01-29 18:15:00,2.5,60.0,17,Thursday
